timestamp,game_running,frame_time_ms,fps,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-27T15:47:24.079958,False,0,0,16.0,1937.0,8188.0,40.0,7.3,0.0,6.3,6.7
2024-11-27T15:47:25.201216,False,0,0,13.0,1939.0,8188.0,40.0,7.31,0.0,0.5,6.7
2024-11-27T15:47:26.329639,False,0,0,12.0,1939.0,8188.0,40.0,7.39,0.0,0.4,6.7
2024-11-27T15:47:27.458563,False,0,0,15.0,1934.0,8188.0,40.0,10.72,0.0,0.4,6.7
2024-11-27T15:47:28.586887,False,0,0,41.0,1934.0,8188.0,40.0,11.51,0.0,0.7,6.7
2024-11-27T15:47:29.708536,False,0,0,16.0,1934.0,8188.0,40.0,11.6,0.0,0.6,6.7
2024-11-27T15:47:30.816694,False,0,0,7.0,1934.0,8188.0,40.0,11.34,0.0,0.6,6.7
2024-11-27T15:47:31.934876,False,0,0,9.0,1934.0,8188.0,40.0,10.8,0.0,0.6,6.7
2024-11-27T15:47:33.065785,False,0,0,16.0,1934.0,8188.0,40.0,7.41,0.0,0.6,6.7
2024-11-27T15:47:34.144986,False,0,0,8.0,1934.0,8188.0,41.0,17.47,0.0,0.8,6.7
2024-11-27T15:47:35.254944,False,0,0,13.0,1934.0,8188.0,41.0,26.17,0.0,0.7,6.7
2024-11-27T15:47:36.348552,False,0,0,27.0,1933.0,8188.0,40.0,14.88,0.0,0.7,6.7
2024-11-27T15:47:37.452715,False,0,0,33.0,1934.0,8188.0,40.0,11.91,0.0,1.1,6.7
2024-11-27T15:47:38.564235,False,0,0,10.0,1935.0,8188.0,40.0,11.68,0.0,0.2,6.7
2024-11-27T15:47:39.694031,False,0,0,8.0,1947.0,8188.0,40.0,11.44,0.0,0.2,6.7
2024-11-27T15:47:40.824273,False,0,0,8.0,1949.0,8188.0,40.0,10.54,0.0,0.1,6.7
2024-11-27T15:47:41.932026,False,0,0,10.0,1944.0,8188.0,40.0,11.18,0.0,0.3,6.7
2024-11-27T15:47:43.059829,False,0,0,22.0,1943.0,8188.0,40.0,9.05,0.0,0.1,6.7
2024-11-27T15:47:44.186707,False,0,0,26.0,1943.0,8188.0,40.0,7.53,0.0,0.3,6.7
2024-11-27T15:47:45.319030,False,0,0,13.0,1923.0,8188.0,40.0,7.57,0.0,0.1,6.7
2024-11-27T15:47:46.458202,False,0,0,17.0,1922.0,8188.0,40.0,7.6,0.0,0.3,6.7
2024-11-27T15:47:47.582432,False,0,0,10.0,1922.0,8188.0,40.0,9.92,0.0,0.2,6.7
2024-11-27T15:47:48.707827,False,0,0,11.0,1921.0,8188.0,40.0,11.36,0.0,0.2,6.7
2024-11-27T15:47:49.812066,False,0,0,16.0,1921.0,8188.0,40.0,7.54,0.0,0.2,6.7
2024-11-27T15:47:50.910222,False,0,0,44.0,1921.0,8188.0,40.0,7.56,0.0,0.1,6.7
2024-11-27T15:47:52.012159,False,0,0,31.0,1928.0,8188.0,40.0,7.54,0.0,0.1,6.7
2024-11-27T15:47:53.113752,False,0,0,9.0,1930.0,8188.0,41.0,11.16,0.0,0.1,6.7
2024-11-27T15:47:54.195434,False,0,0,3.0,1931.0,8188.0,41.0,26.22,0.0,0.2,6.7
2024-11-27T15:47:55.299508,False,0,0,4.0,1932.0,8188.0,41.0,26.19,0.0,0.3,6.7
2024-11-27T15:47:55.140210,False,0,0,4.0,1942.0,8188.0,41.0,26.27,0.0,0.1,6.7
2024-11-27T15:47:56.248764,False,0,0,7.0,1939.0,8188.0,41.0,17.48,0.0,0.1,6.7
2024-11-27T15:47:57.377311,False,0,0,10.0,1940.0,8188.0,41.0,11.44,0.0,0.2,6.7
2024-11-27T15:47:58.501575,False,0,0,10.0,1939.0,8188.0,41.0,11.03,0.0,0.2,6.7
2024-11-27T15:47:59.613797,False,0,0,13.0,1938.0,8188.0,41.0,10.13,0.0,0.2,6.7
2024-11-27T15:48:00.714315,False,0,0,12.0,1928.0,8188.0,41.0,11.48,0.0,0.1,6.7
2024-11-27T15:48:01.822080,False,0,0,22.0,1927.0,8188.0,41.0,7.62,0.0,0.2,6.7
2024-11-27T15:48:02.946137,False,0,0,49.0,1928.0,8188.0,41.0,7.66,0.0,0.3,6.7
2024-11-27T15:48:04.081138,False,0,0,18.0,1934.0,8188.0,41.0,7.53,0.0,0.2,6.7
2024-11-27T15:48:05.171086,False,0,0,53.0,1934.0,8188.0,41.0,7.82,0.0,0.2,6.7
2024-11-27T15:48:06.297934,False,0,0,17.0,1933.0,8188.0,41.0,11.45,0.0,0.2,6.7
2024-11-27T15:48:07.426975,False,0,0,47.0,1939.0,8188.0,41.0,10.23,0.0,0.2,6.7
2024-11-27T15:48:08.555370,False,0,0,14.0,1940.0,8188.0,41.0,11.45,0.0,0.1,6.7
2024-11-27T15:48:09.709503,False,0,0,44.0,1938.0,8188.0,41.0,10.27,0.0,0.1,6.7
2024-11-27T15:48:10.846218,False,0,0,18.0,1933.0,8188.0,41.0,10.85,0.0,0.3,6.7
2024-11-27T15:48:11.939822,False,0,0,22.0,1934.0,8188.0,41.0,10.69,0.0,0.2,6.7
