timestamp,game_running,frame_time_ms,fps,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-28T13:12:01.271173,True,,,22.0,1960.0,8188.0,36.0,11.5,50.0,4.2,7.2
2024-11-28T13:12:02.372588,True,,,18.0,1960.0,8188.0,36.0,9.84,50.0,0.1,7.2
2024-11-28T13:12:03.533304,True,,,19.0,1960.0,8188.0,36.0,11.74,50.0,0.2,7.2
2024-11-28T13:12:04.688851,True,,,16.0,1955.0,8188.0,36.0,10.51,50.0,0.2,7.2
2024-11-28T13:12:05.840561,True,,,29.0,1955.0,8188.0,36.0,11.84,50.0,0.2,7.2
2024-11-28T13:12:04.788020,True,,,17.0,1955.0,8188.0,36.0,10.46,50.0,0.2,7.2
2024-11-28T13:12:05.931943,True,,,18.0,1954.0,8188.0,36.0,11.68,50.0,0.3,7.2
2024-11-28T13:12:07.086633,True,,,28.0,1954.0,8188.0,36.0,11.02,50.0,0.3,7.2
2024-11-28T13:12:08.253346,True,,,32.0,1933.0,8188.0,36.0,11.81,50.0,0.2,7.2
2024-11-28T13:12:09.347471,True,,,29.0,1938.0,8188.0,36.0,12.3,50.0,0.2,7.2
2024-11-28T13:12:10.508108,True,,,6.0,1923.0,8188.0,37.0,20.13,50.0,0.4,7.2
2024-11-28T13:12:11.664745,True,,,12.0,1911.0,8188.0,37.0,27.06,50.0,0.2,7.2
2024-11-28T13:12:12.822139,True,,,7.0,1911.0,8188.0,37.0,27.1,50.0,0.2,7.2
2024-11-28T13:12:13.975639,True,,,31.0,1909.0,8188.0,36.0,21.18,50.0,0.3,7.2
2024-11-28T13:12:15.138414,True,,,14.0,1909.0,8188.0,36.0,12.15,50.0,0.1,7.2
2024-11-28T13:12:16.292058,True,,,15.0,1909.0,8188.0,36.0,11.91,50.0,0.2,7.2
2024-11-28T13:12:17.403943,True,,,23.0,1904.0,8188.0,36.0,11.96,50.0,0.4,7.2
2024-11-28T13:12:18.535356,True,,,22.0,1904.0,8188.0,36.0,11.77,50.0,0.3,7.2
