timestamp,game_running,frame_time_ms,fps,fps_1_low,fps_min,fps_max,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-29T14:53:32.401531,True,0.563,59.817,42.836,42.836,111.021,65.0,1501.0,8188.0,36.0,16.36,50.0,0.1,7.3
2024-11-29T14:53:33.492240,True,0.563,59.817,42.836,42.836,111.021,19.0,1501.0,8188.0,37.0,21.29,50.0,0.1,7.3
2024-11-29T14:53:34.569392,True,0.563,59.817,42.836,42.836,111.021,29.0,1501.0,8188.0,36.0,19.4,50.0,0.4,7.3
2024-11-29T14:53:35.669858,True,0.563,59.817,42.836,42.836,111.021,23.0,1501.0,8188.0,36.0,17.67,50.0,0.1,7.3
2024-11-29T14:53:36.747159,True,0.563,59.817,42.836,42.836,111.021,20.0,1501.0,8188.0,37.0,18.2,50.0,0.1,7.3
2024-11-29T14:53:37.844393,True,0.563,59.817,42.836,42.836,111.021,28.0,1501.0,8188.0,37.0,20.96,50.0,0.2,7.4
2024-11-29T14:53:38.919925,True,0.563,59.817,42.836,42.836,111.021,24.0,1501.0,8188.0,36.0,17.26,50.0,0.1,7.4
2024-11-29T14:53:40.012474,True,0.563,59.817,42.836,42.836,111.021,29.0,1501.0,8188.0,36.0,17.48,50.0,0.1,7.4
2024-11-29T14:53:41.092123,True,0.563,59.817,42.836,42.836,111.021,22.0,1501.0,8188.0,37.0,18.21,50.0,0.2,7.4
2024-11-29T14:53:42.188801,True,0.563,59.817,42.836,42.836,111.021,22.0,1501.0,8188.0,37.0,20.98,50.0,0.3,7.4
2024-11-29T14:53:43.277983,True,0.563,59.817,42.836,42.836,111.021,22.0,1501.0,8188.0,37.0,19.65,50.0,0.3,7.4
2024-11-29T14:53:44.358669,True,0.563,59.817,42.836,42.836,111.021,22.0,1501.0,8188.0,36.0,20.76,50.0,0.2,7.4
2024-11-29T14:53:45.438680,True,0.563,59.817,42.836,42.836,111.021,43.0,1501.0,8188.0,36.0,15.8,50.0,0.2,7.4
