timestamp,game_running,frame_time_ms,fps,fps_1_low,fps_min,fps_max,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-29T17:02:55.495638,False,,,,,,16.0,3633.0,8188.0,40.0,20.58,50.0,0.1,7.6
2024-11-29T17:02:56.566517,False,,,,,,15.0,3633.0,8188.0,40.0,20.63,50.0,0.1,7.6
2024-11-29T17:02:57.642168,False,,,,,,18.0,3633.0,8188.0,40.0,20.52,50.0,0.2,7.6
2024-11-29T17:02:58.715868,False,,,,,,14.0,3633.0,8188.0,39.0,20.48,50.0,0.2,7.6
2024-11-29T17:02:59.794309,False,,,,,,23.0,3633.0,8188.0,39.0,20.18,50.0,0.2,7.6
2024-11-29T17:03:00.868255,False,,,,,,36.0,3633.0,8188.0,39.0,20.13,50.0,0.2,7.6
2024-11-29T17:03:01.943371,False,,,,,,33.0,3633.0,8188.0,39.0,20.07,50.0,0.2,7.7
2024-11-29T17:03:03.017750,False,,,,,,44.0,3633.0,8188.0,39.0,20.22,50.0,0.3,7.7
2024-11-29T17:03:04.096661,False,,,,,,26.0,3633.0,8188.0,39.0,20.2,50.0,0.2,7.7
2024-11-29T17:03:05.149211,False,,,,,,28.0,3633.0,8188.0,39.0,20.08,50.0,0.1,7.6
2024-11-29T17:03:06.240561,False,,,,,,17.0,3619.0,8188.0,40.0,28.5,50.0,0.3,7.7
2024-11-29T17:03:07.318231,False,,,,,,18.0,3604.0,8188.0,41.0,35.37,50.0,0.2,7.7
2024-11-29T17:03:08.387664,False,,,,,,33.0,3603.0,8188.0,40.0,34.78,50.0,0.2,7.7
2024-11-29T17:03:09.469776,False,,,,,,32.0,3628.0,8188.0,40.0,24.09,50.0,0.1,7.7
2024-11-29T17:03:10.539486,False,,,,,,19.0,3628.0,8188.0,41.0,36.57,50.0,0.1,7.7
2024-11-29T17:03:11.608128,False,,,,,,24.0,3628.0,8188.0,41.0,38.4,50.0,0.1,7.7
2024-11-29T17:03:12.649624,False,,,,,,19.0,3628.0,8188.0,42.0,38.39,50.0,0.1,7.6
2024-11-29T17:03:13.717777,False,,,,,,32.0,3628.0,8188.0,41.0,34.63,50.0,0.2,7.6
2024-11-29T17:03:14.755888,False,,,,,,29.0,3628.0,8188.0,41.0,26.49,50.0,0.3,7.6
2024-11-29T17:03:15.822611,False,,,,,,31.0,3628.0,8188.0,40.0,25.35,50.0,0.1,7.6
2024-11-29T17:03:16.892947,False,,,,,,39.0,3628.0,8188.0,40.0,25.23,50.0,0.1,7.6
2024-11-29T17:03:17.960098,False,,,,,,33.0,3628.0,8188.0,40.0,25.25,50.0,0.2,7.6
2024-11-29T17:03:19.027759,False,,,,,,34.0,3628.0,8188.0,40.0,25.24,50.0,0.2,7.6
2024-11-29T17:03:20.097839,False,,,,,,35.0,3628.0,8188.0,40.0,25.2,50.0,0.2,7.6
2024-11-29T17:03:20.120766,False,,,,,,36.0,3628.0,8188.0,40.0,25.23,50.0,0.2,7.6
2024-11-29T17:03:21.189894,False,,,,,,35.0,3628.0,8188.0,40.0,25.26,50.0,0.2,7.6
2024-11-29T17:03:22.260683,False,,,,,,34.0,3628.0,8188.0,40.0,25.24,50.0,0.1,7.6
2024-11-29T17:03:23.330944,False,,,,,,35.0,3628.0,8188.0,40.0,25.24,50.0,0.1,7.6
2024-11-29T17:03:24.370555,False,,,,,,38.0,3628.0,8188.0,40.0,25.16,50.0,0.1,7.6
2024-11-29T17:03:25.440265,False,,,,,,33.0,3628.0,8188.0,40.0,25.26,50.0,0.2,7.6
2024-11-29T17:03:26.509949,False,,,,,,30.0,3628.0,8188.0,40.0,25.19,50.0,0.1,7.6
2024-11-29T17:03:27.584620,False,,,,,,39.0,3628.0,8188.0,40.0,25.2,50.0,0.1,7.6
2024-11-29T17:03:28.659321,False,,,,,,31.0,3628.0,8188.0,40.0,25.19,50.0,0.2,7.6
2024-11-29T17:03:29.732976,False,,,,,,32.0,3628.0,8188.0,40.0,25.22,50.0,0.2,7.6
2024-11-29T17:03:30.808952,False,,,,,,42.0,3628.0,8188.0,40.0,25.25,50.0,0.2,7.7
2024-11-29T17:03:31.892843,False,,,,,,13.0,3607.0,8188.0,40.0,23.44,50.0,0.2,7.7
2024-11-29T17:03:32.969140,False,,,,,,17.0,3607.0,8188.0,41.0,23.56,50.0,0.2,7.7
2024-11-29T17:03:34.046389,False,,,,,,6.0,3608.0,8188.0,40.0,31.98,50.0,0.1,7.7
2024-11-29T17:03:35.110229,False,,,,,,11.0,3630.0,8188.0,40.0,30.68,50.0,0.3,7.7
2024-11-29T17:03:36.183837,False,,,,,,20.0,3630.0,8188.0,40.0,23.34,50.0,0.1,7.7
