timestamp,game_running,frame_time_ms,fps,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-27T18:53:35.552368,True,49.02941176470589,20.395920815836828,38.0,3193.0,8188.0,47.0,44.5,50.0,2.7,8.0
2024-11-27T18:53:37.648213,True,47.62857142857143,20.995800839832032,40.0,3193.0,8188.0,47.0,44.51,50.0,0.6,8.0
2024-11-27T18:53:39.762576,True,46.30555555555556,21.595680863827234,33.0,3193.0,8188.0,47.0,44.43,50.0,0.6,8.0
2024-11-27T18:53:41.817524,True,40.65853658536586,24.595080983803236,33.0,3184.0,8188.0,47.0,44.69,50.0,0.7,8.0
2024-11-27T18:53:43.886153,True,46.30555555555556,21.595680863827234,34.0,3184.0,8188.0,47.0,44.33,50.0,0.9,8.0
2024-11-27T18:53:45.941257,True,46.30555555555556,21.595680863827234,34.0,3184.0,8188.0,47.0,42.7,50.0,0.9,8.0
2024-11-27T18:53:47.992478,True,47.62857142857143,20.995800839832032,40.0,3185.0,8188.0,47.0,44.27,50.0,0.9,8.0
2024-11-27T18:53:48.223815,True,49.02941176470589,20.395920815836828,34.0,3183.0,8188.0,47.0,44.25,50.0,0.7,8.0
2024-11-27T18:53:50.394760,True,49.02941176470589,20.395920815836828,34.0,3183.0,8188.0,47.0,44.36,50.0,0.6,8.0
2024-11-27T18:53:52.527435,True,41.675000000000004,23.995200959808034,40.0,3177.0,8188.0,47.0,44.53,50.0,0.7,8.0
2024-11-27T18:53:54.603136,True,47.62857142857143,20.995800839832032,34.0,3174.0,8188.0,47.0,44.48,50.0,0.7,8.0
2024-11-27T18:53:56.666461,True,46.30555555555556,21.595680863827234,35.0,3171.0,8188.0,47.0,44.4,50.0,0.8,8.0
2024-11-27T18:53:58.750840,True,47.62857142857143,20.995800839832032,37.0,3171.0,8188.0,47.0,38.62,50.0,0.5,8.0
2024-11-27T18:54:00.838222,True,49.02941176470589,20.395920815836828,36.0,3171.0,8188.0,47.0,44.51,50.0,0.6,8.0
2024-11-27T18:54:02.904570,True,41.675000000000004,23.995200959808034,43.0,3170.0,8188.0,47.0,38.69,50.0,0.9,8.0
2024-11-27T18:54:05.011680,True,47.62857142857143,20.995800839832032,35.0,3169.0,8188.0,47.0,43.84,50.0,0.5,8.0
2024-11-27T18:54:07.116210,True,45.054054054054056,22.195560887822435,38.0,3169.0,8188.0,46.0,38.75,50.0,0.7,8.0
2024-11-27T18:54:09.224115,True,42.74358974358975,23.395320935812833,36.0,3169.0,8188.0,46.0,39.63,50.0,1.2,8.0
2024-11-27T18:54:11.361710,True,46.30555555555556,21.595680863827234,34.0,3169.0,8188.0,46.0,40.76,50.0,0.8,8.0
2024-11-27T18:54:13.488208,True,47.62857142857143,20.995800839832032,37.0,3197.0,8188.0,47.0,43.58,50.0,1.0,8.0
2024-11-27T18:54:15.597173,True,47.62857142857143,20.995800839832032,40.0,3194.0,8188.0,47.0,44.52,50.0,0.8,8.0
2024-11-27T18:54:17.688800,True,32.68627450980392,30.593881223755247,35.0,3159.0,8188.0,47.0,44.01,50.0,1.0,8.0
2024-11-27T18:54:17.798802,True,42.74358974358975,23.395320935812833,46.0,3175.0,8188.0,47.0,47.74,50.0,0.8,8.0
2024-11-27T18:54:19.944137,True,42.74358974358975,23.395320935812833,35.0,3155.0,8188.0,47.0,45.31,50.0,0.7,8.0
2024-11-27T18:54:22.140475,True,45.054054054054056,22.195560887822435,37.0,3168.0,8188.0,47.0,46.85,50.0,0.7,8.0
2024-11-27T18:54:24.246605,True,41.675000000000004,23.995200959808034,43.0,3206.0,8188.0,48.0,46.5,50.0,1.1,8.0
2024-11-27T18:54:26.383083,True,41.675000000000004,23.995200959808034,37.0,3158.0,8188.0,47.0,46.76,50.0,0.9,8.0
2024-11-27T18:54:28.534678,True,34.72916666666667,28.794241151769643,36.0,3148.0,8188.0,47.0,45.6,50.0,0.7,8.0
2024-11-27T18:54:30.640999,True,42.74358974358975,23.395320935812833,43.0,3161.0,8188.0,47.0,46.33,50.0,0.7,8.0
2024-11-27T18:54:32.757188,True,41.675000000000004,23.995200959808034,35.0,3151.0,8188.0,47.0,45.34,50.0,1.1,8.0
2024-11-27T18:54:34.881983,True,36.23913043478261,27.594481103779245,50.0,3159.0,8188.0,47.0,48.36,50.0,0.7,8.1
2024-11-27T18:54:36.993468,True,47.62857142857143,20.995800839832032,41.0,3161.0,8188.0,47.0,45.75,50.0,0.6,8.0
2024-11-27T18:54:39.135515,True,50.51515151515152,19.79604079184163,34.0,3147.0,8188.0,47.0,43.7,50.0,0.6,8.0
2024-11-27T18:54:41.283561,True,49.02941176470589,20.395920815836828,34.0,3146.0,8188.0,47.0,44.13,50.0,1.1,8.0
2024-11-27T18:54:43.378394,True,42.74358974358975,23.395320935812833,38.0,3145.0,8188.0,47.0,43.94,50.0,1.0,8.0
