timestamp,game_running,frame_time_ms,fps,fps_1_low,fps_min,fps_max,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-29T17:06:53.126982,False,,,,,,22.0,3604.0,8188.0,38.0,12.9,50.0,0.4,8.1
2024-11-29T17:06:54.172372,False,,,,,,19.0,3604.0,8188.0,38.0,13.19,50.0,0.2,8.1
2024-11-29T17:06:55.217190,False,,,,,,57.0,3604.0,8188.0,38.0,12.4,50.0,0.2,8.1
2024-11-29T17:06:56.262378,False,,,,,,22.0,3604.0,8188.0,38.0,13.07,50.0,0.2,8.1
2024-11-29T17:06:57.311087,False,,,,,,21.0,3604.0,8188.0,38.0,13.11,50.0,0.3,8.1
2024-11-29T17:06:58.358843,False,,,,,,14.0,3694.0,8188.0,39.0,17.14,50.0,0.3,8.1
2024-11-29T17:06:59.406122,False,,,,,,30.0,3815.0,8188.0,39.0,30.29,50.0,0.3,8.1
2024-11-29T17:06:59.414120,False,,,,,,13.0,3619.0,8188.0,39.0,31.94,50.0,0.3,8.1
2024-11-29T17:07:00.461768,False,,,,,,18.0,3610.0,8188.0,39.0,30.24,50.0,0.2,8.1
2024-11-29T17:07:01.512801,False,,,,,,10.0,3606.0,8188.0,39.0,31.15,50.0,0.3,8.1
2024-11-29T17:07:02.560614,False,,,,,,26.0,3610.0,8188.0,39.0,23.63,50.0,0.2,8.1
2024-11-29T17:07:03.609443,False,,,,,,16.0,3581.0,8188.0,38.0,18.33,50.0,0.5,8.1
2024-11-29T17:07:04.690056,False,,,,,,30.0,3646.0,8188.0,38.0,15.45,50.0,0.6,8.1
2024-11-29T17:07:05.777488,False,,,,,,74.0,3672.0,8188.0,38.0,12.9,50.0,0.1,8.1
2024-11-29T17:07:06.846853,False,,,,,,23.0,3661.0,8188.0,38.0,13.6,50.0,0.1,8.1
2024-11-29T17:07:07.920800,False,,,,,,50.0,3661.0,8188.0,38.0,13.57,50.0,0.2,8.1
2024-11-29T17:07:08.980000,False,,,,,,20.0,3677.0,8188.0,38.0,13.68,50.0,0.3,8.1
2024-11-29T17:07:10.086294,False,,,,,,37.0,3673.0,8188.0,38.0,13.51,50.0,0.2,8.1
2024-11-29T17:07:11.154901,False,,,,,,14.0,3711.0,8188.0,39.0,22.45,50.0,0.5,8.1
2024-11-29T17:07:12.226486,False,,,,,,9.0,3737.0,8188.0,39.0,27.79,50.0,0.3,8.1
2024-11-29T17:07:13.282765,False,,,,,,6.0,3718.0,8188.0,39.0,27.7,50.0,0.2,8.1
2024-11-29T17:07:14.364149,False,,,,,,9.0,3720.0,8188.0,38.0,25.06,50.0,0.1,8.1
2024-11-29T17:07:15.428786,False,,,,,,18.0,3706.0,8188.0,38.0,14.91,50.0,0.6,8.1
2024-11-29T17:07:16.516255,False,,,,,,20.0,3704.0,8188.0,38.0,13.52,50.0,0.3,8.1
2024-11-29T17:07:17.607133,False,,,,,,23.0,3678.0,8188.0,38.0,13.94,50.0,0.3,8.1
2024-11-29T17:07:18.676686,False,,,,,,21.0,3685.0,8188.0,38.0,14.0,50.0,0.4,8.1
2024-11-29T17:07:19.746232,False,,,,,,33.0,3677.0,8188.0,38.0,14.01,50.0,0.2,8.2
2024-11-29T17:07:20.787874,False,,,,,,32.0,3737.0,8188.0,38.0,14.11,50.0,0.1,8.1
2024-11-29T17:07:21.863244,False,,,,,,24.0,3752.0,8188.0,38.0,14.33,50.0,0.3,8.1
2024-11-29T17:07:22.936647,False,,,,,,31.0,3746.0,8188.0,38.0,14.15,50.0,0.4,8.2
2024-11-29T17:07:24.010109,False,,,,,,19.0,3732.0,8188.0,38.0,13.78,50.0,0.2,8.2
2024-11-29T17:07:25.088649,False,,,,,,28.0,3732.0,8188.0,38.0,13.4,50.0,0.2,8.1
2024-11-29T17:07:26.162982,False,,,,,,27.0,3738.0,8188.0,38.0,13.62,50.0,0.4,8.2
2024-11-29T17:07:27.212320,False,,,,,,28.0,3719.0,8188.0,38.0,13.75,50.0,0.1,8.1
2024-11-29T17:07:28.304260,False,,,,,,30.0,3717.0,8188.0,38.0,13.62,50.0,0.2,8.2
2024-11-29T17:07:29.376713,False,,,,,,18.0,3712.0,8188.0,38.0,13.41,50.0,0.5,8.1
2024-11-29T17:07:30.445937,False,,,,,,21.0,3707.0,8188.0,38.0,13.34,50.0,0.3,8.1
2024-11-29T17:07:30.449968,False,,,,,,19.0,3701.0,8188.0,38.0,12.82,50.0,0.3,8.1
2024-11-29T17:07:31.517647,False,,,,,,18.0,3697.0,8188.0,38.0,13.34,50.0,0.4,8.1
2024-11-29T17:07:32.565576,False,,,,,,60.0,3697.0,8188.0,38.0,12.63,50.0,0.3,8.1
2024-11-29T17:07:33.633269,False,,,,,,19.0,3697.0,8188.0,38.0,13.35,50.0,0.2,8.1
2024-11-29T17:07:34.704543,False,,,,,,38.0,3743.0,8188.0,38.0,13.48,50.0,0.2,8.1
2024-11-29T17:07:35.774944,False,,,,,,45.0,3761.0,8188.0,38.0,13.94,50.0,0.3,8.1
2024-11-29T17:07:36.842599,False,,,,,,31.0,3753.0,8188.0,38.0,14.32,50.0,0.3,8.1
2024-11-29T17:07:37.912465,False,,,,,,38.0,3745.0,8188.0,38.0,14.43,50.0,0.5,8.1
2024-11-29T17:07:38.979001,False,,,,,,30.0,3738.0,8188.0,38.0,14.61,50.0,0.4,8.1
2024-11-29T17:07:40.047960,False,,,,,,18.0,3727.0,8188.0,38.0,13.9,50.0,0.4,8.1
2024-11-29T17:07:41.118006,False,,,,,,29.0,3709.0,8188.0,38.0,13.71,50.0,0.4,8.1
2024-11-29T17:07:42.188052,False,,,,,,22.0,3702.0,8188.0,38.0,13.45,50.0,0.4,8.1
2024-11-29T17:07:43.225738,False,,,,,,23.0,3698.0,8188.0,38.0,13.41,50.0,0.2,8.1
2024-11-29T17:07:44.284921,False,,,,,,39.0,3720.0,8188.0,38.0,13.55,50.0,0.5,8.1
2024-11-29T17:07:45.324277,False,,,,,,31.0,3723.0,8188.0,37.0,14.35,50.0,0.4,8.1
2024-11-29T17:07:46.373059,False,,,,,,23.0,3725.0,8188.0,37.0,14.23,50.0,0.2,8.2
2024-11-29T17:07:47.443616,False,,,,,,25.0,3715.0,8188.0,38.0,13.87,50.0,0.2,8.2
2024-11-29T17:07:48.522572,False,,,,,,28.0,3720.0,8188.0,38.0,14.07,50.0,0.6,8.1
2024-11-29T17:07:49.593685,False,,,,,,24.0,3722.0,8188.0,38.0,14.25,50.0,0.2,8.1
