timestamp,game_running,process_cpu,process_memory_mb,process_threads,fps,fps_1_low,fps_min,fps_max,frame_time_ms,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-29T17:36:57.902505,True,637.359375,5376.53515625,247,,,,,,5.0,3547.0,8188.0,39.0,25.86,0.0,1.3,8.6
