timestamp,game_running,frame_time_ms,fps,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-28T13:09:29.449294,True,,,25.0,1974.0,8188.0,38.0,27.75,50.0,4.9,7.1
2024-11-28T13:09:30.634462,True,,,60.0,1983.0,8188.0,37.0,20.5,50.0,0.3,7.1
2024-11-28T13:09:31.795371,True,,,29.0,1978.0,8188.0,38.0,26.92,50.0,0.2,7.1
2024-11-28T13:09:32.944137,True,,,8.0,1947.0,8188.0,38.0,29.83,50.0,0.3,7.1
2024-11-28T13:09:34.024663,True,,,11.0,1947.0,8188.0,38.0,28.04,50.0,0.2,7.2
2024-11-28T13:09:35.208794,True,,,35.0,1944.0,8188.0,37.0,23.74,50.0,0.3,7.2
2024-11-28T13:09:34.136040,True,,,29.0,1943.0,8188.0,37.0,11.33,50.0,0.3,7.2
2024-11-28T13:09:35.320281,True,,,42.0,1931.0,8188.0,37.0,12.82,50.0,0.1,7.2
2024-11-28T13:09:36.488851,True,,,28.0,1934.0,8188.0,37.0,13.13,50.0,0.3,7.1
2024-11-28T13:09:37.671891,True,,,39.0,1934.0,8188.0,37.0,13.48,50.0,0.2,7.2
2024-11-28T13:09:38.859227,True,,,28.0,1934.0,8188.0,37.0,13.31,50.0,0.2,7.2
2024-11-28T13:09:40.096641,True,,,44.0,1953.0,8188.0,37.0,13.43,50.0,0.2,7.2
2024-11-28T13:09:41.213628,True,,,26.0,2050.0,8188.0,38.0,23.09,50.0,0.2,7.2
2024-11-28T13:09:42.396179,True,,,21.0,2038.0,8188.0,38.0,28.25,50.0,0.3,7.2
2024-11-28T13:09:43.570644,True,,,19.0,2013.0,8188.0,38.0,27.8,50.0,0.5,7.2
2024-11-28T13:09:44.722892,True,,,18.0,2005.0,8188.0,38.0,27.58,50.0,0.3,7.1
2024-11-28T13:09:45.825480,True,,,25.0,1976.0,8188.0,38.0,27.6,50.0,0.2,7.1
2024-11-28T13:09:46.988452,True,,,22.0,1970.0,8188.0,37.0,18.42,50.0,0.4,7.1
2024-11-28T13:09:48.153018,True,,,21.0,1955.0,8188.0,38.0,17.09,50.0,0.1,7.1
2024-11-28T13:09:49.309436,True,,,22.0,2002.0,8188.0,38.0,16.52,50.0,0.1,7.1
2024-11-28T13:09:50.459061,True,,,18.0,1998.0,8188.0,38.0,21.5,50.0,0.4,7.1
2024-11-28T13:09:51.616367,True,,,26.0,1993.0,8188.0,37.0,19.33,50.0,0.2,7.1
2024-11-28T13:09:52.722920,True,,,43.0,1974.0,8188.0,37.0,14.86,50.0,0.1,7.1
2024-11-28T13:09:53.889520,True,,,25.0,1963.0,8188.0,38.0,20.8,50.0,0.2,7.1
2024-11-28T13:09:55.053777,True,,,20.0,1932.0,8188.0,37.0,21.45,50.0,0.1,7.2
2024-11-28T13:09:56.225391,True,,,53.0,1935.0,8188.0,37.0,16.34,50.0,0.2,7.2
2024-11-28T13:09:57.315758,True,,,22.0,1939.0,8188.0,38.0,19.35,50.0,0.4,7.2
2024-11-28T13:09:58.484145,True,,,22.0,1957.0,8188.0,37.0,20.96,50.0,0.4,7.1
2024-11-28T13:09:59.656224,True,,,23.0,1964.0,8188.0,38.0,20.67,50.0,0.2,7.1
2024-11-28T13:10:00.806009,True,,,25.0,1955.0,8188.0,37.0,20.34,50.0,0.2,7.1
2024-11-28T13:10:01.903970,True,,,29.0,1958.0,8188.0,38.0,16.98,50.0,0.3,7.1
2024-11-28T13:10:03.004272,True,,,23.0,1958.0,8188.0,38.0,21.52,50.0,0.2,7.2
2024-11-28T13:10:04.096517,True,,,23.0,1951.0,8188.0,38.0,19.83,50.0,0.3,7.2
2024-11-28T13:10:05.195375,True,,,24.0,1953.0,8188.0,38.0,21.11,50.0,0.3,7.2
2024-11-28T13:10:04.017878,True,,,26.0,1945.0,8188.0,37.0,18.77,50.0,0.4,7.2
2024-11-28T13:10:05.182826,True,,,23.0,1945.0,8188.0,38.0,19.79,50.0,0.1,7.2
2024-11-28T13:10:06.276969,True,,,22.0,1945.0,8188.0,38.0,23.43,50.0,0.2,7.2
2024-11-28T13:10:07.427254,True,,,21.0,1945.0,8188.0,38.0,18.83,50.0,0.1,7.2
2024-11-28T13:10:08.583887,True,,,26.0,1944.0,8188.0,38.0,21.73,50.0,0.2,7.2
2024-11-28T13:10:09.742325,True,,,24.0,1944.0,8188.0,38.0,20.18,50.0,0.3,7.2
2024-11-28T13:10:10.912745,True,,,29.0,1948.0,8188.0,38.0,21.73,50.0,0.1,7.2
2024-11-28T13:10:12.077732,True,,,13.0,1947.0,8188.0,38.0,22.14,50.0,0.3,7.2
2024-11-28T13:10:13.167470,True,,,11.0,1944.0,8188.0,38.0,27.88,50.0,0.3,7.2
2024-11-28T13:10:14.320185,True,,,7.0,1924.0,8188.0,38.0,27.08,50.0,0.2,7.1
2024-11-28T13:10:15.479659,True,,,6.0,1924.0,8188.0,39.0,28.76,50.0,0.1,7.2
2024-11-28T13:10:16.630512,True,,,6.0,1924.0,8188.0,39.0,30.78,50.0,0.3,7.2
2024-11-28T13:10:17.786951,True,,,15.0,1985.0,8188.0,38.0,20.18,50.0,0.2,7.2
2024-11-28T13:10:18.944039,True,,,12.0,1987.0,8188.0,38.0,27.51,50.0,0.3,7.2
2024-11-28T13:10:20.108857,True,,,10.0,1975.0,8188.0,38.0,27.47,50.0,0.3,7.2
2024-11-28T13:10:21.282371,True,,,10.0,1974.0,8188.0,38.0,24.69,50.0,0.1,7.2
2024-11-28T13:10:22.471887,True,,,19.0,1956.0,8188.0,37.0,12.73,50.0,0.2,7.2
2024-11-28T13:10:23.641664,True,,,17.0,1942.0,8188.0,37.0,12.54,50.0,0.1,7.2
2024-11-28T13:10:24.730348,True,,,13.0,1929.0,8188.0,38.0,24.66,50.0,0.3,7.2
2024-11-28T13:10:25.904362,True,,,6.0,1929.0,8188.0,38.0,26.98,50.0,0.2,7.2
