timestamp,game_running,frame_time_ms,fps,gpu_utilization,gpu_memory_used,gpu_memory_total,gpu_temperature,gpu_power_draw,fan_speed,total_cpu_usage,total_memory_usage
2024-11-28T11:28:36.499273,False,0,0,23.0,1474.0,8188.0,39.0,12.11,50.0,1.8,6.9
2024-11-28T11:28:38.204780,False,0,0,30.0,1474.0,8188.0,39.0,11.7,50.0,0.3,6.9
2024-11-28T11:28:39.862621,False,0,0,29.0,1474.0,8188.0,39.0,11.61,50.0,0.5,7.0
2024-11-28T11:28:41.555849,False,0,0,35.0,1474.0,8188.0,39.0,11.61,50.0,0.3,7.0
2024-11-28T11:28:43.292534,False,0,0,22.0,1443.0,8188.0,39.0,21.49,50.0,0.4,7.0
2024-11-28T11:28:44.970129,False,0,0,15.0,1444.0,8188.0,39.0,26.7,50.0,0.4,7.0
2024-11-28T11:28:46.646127,False,0,0,30.0,1444.0,8188.0,39.0,20.57,50.0,0.3,7.0
2024-11-28T11:28:48.336764,False,0,0,30.0,1442.0,8188.0,39.0,12.42,50.0,0.3,7.0
2024-11-28T11:28:50.016641,False,0,0,24.0,1437.0,8188.0,38.0,12.32,50.0,0.3,7.0
2024-11-28T11:28:49.852561,False,0,0,27.0,1435.0,8188.0,38.0,12.26,50.0,0.1,7.0
2024-11-28T11:28:51.528205,False,0,0,29.0,1435.0,8188.0,38.0,12.05,50.0,0.4,7.0
2024-11-28T11:28:53.197957,False,0,0,42.0,1435.0,8188.0,38.0,11.99,50.0,0.4,7.0
2024-11-28T11:28:54.869973,False,0,0,40.0,1435.0,8188.0,38.0,11.85,50.0,0.7,7.0
2024-11-28T11:28:56.538835,False,0,0,26.0,1435.0,8188.0,38.0,11.97,50.0,0.3,7.0
2024-11-28T11:28:58.210161,False,0,0,41.0,1435.0,8188.0,38.0,11.98,50.0,0.4,7.0
2024-11-28T11:28:59.888406,False,0,0,27.0,1435.0,8188.0,38.0,11.91,50.0,0.3,7.0
2024-11-28T11:29:01.577193,False,0,0,27.0,1430.0,8188.0,38.0,11.91,50.0,0.1,7.0
2024-11-28T11:29:03.255118,False,0,0,32.0,1430.0,8188.0,38.0,11.87,50.0,0.2,7.0
2024-11-28T11:29:04.932613,False,0,0,30.0,1430.0,8188.0,38.0,11.86,50.0,0.6,7.0
2024-11-28T11:29:06.610277,False,0,0,30.0,1430.0,8188.0,38.0,11.83,50.0,0.3,7.0
2024-11-28T11:29:08.305201,False,0,0,40.0,1430.0,8188.0,38.0,11.94,50.0,0.2,7.0
2024-11-28T11:29:09.990936,False,0,0,36.0,1430.0,8188.0,37.0,11.86,50.0,0.1,7.0
2024-11-28T11:29:11.674159,False,0,0,34.0,1430.0,8188.0,37.0,11.81,50.0,0.2,7.0
2024-11-28T11:29:13.405736,False,0,0,35.0,1430.0,8188.0,37.0,11.97,50.0,0.4,7.0
2024-11-28T11:29:15.088054,False,0,0,29.0,1430.0,8188.0,37.0,11.98,50.0,0.3,7.0
2024-11-28T11:29:16.762579,False,0,0,29.0,1430.0,8188.0,37.0,11.94,50.0,0.2,7.0
2024-11-28T11:29:18.432906,False,0,0,24.0,1430.0,8188.0,37.0,11.95,50.0,0.2,7.0
2024-11-28T11:29:20.106288,False,0,0,29.0,1430.0,8188.0,37.0,11.94,50.0,0.2,7.0
2024-11-28T11:29:19.887308,False,0,0,25.0,1429.0,8188.0,37.0,11.75,50.0,0.2,7.0
2024-11-28T11:29:21.576762,False,0,0,29.0,1429.0,8188.0,37.0,11.81,50.0,0.4,7.0
2024-11-28T11:29:23.261962,False,0,0,42.0,1429.0,8188.0,37.0,11.82,50.0,0.2,7.0
2024-11-28T11:29:24.931113,False,0,0,41.0,1429.0,8188.0,37.0,11.78,50.0,0.6,7.0
2024-11-28T11:29:26.634697,False,0,0,29.0,1429.0,8188.0,37.0,11.81,50.0,0.4,7.0
2024-11-28T11:29:28.314257,False,0,0,25.0,1429.0,8188.0,37.0,11.94,50.0,0.1,7.0
2024-11-28T11:29:30.007876,False,0,0,29.0,1429.0,8188.0,37.0,12.04,50.0,0.2,7.0
2024-11-28T11:29:31.683025,False,0,0,30.0,1429.0,8188.0,37.0,11.91,50.0,0.7,7.0
2024-11-28T11:29:33.399234,False,0,0,30.0,1429.0,8188.0,37.0,11.72,50.0,0.1,7.0
2024-11-28T11:29:35.079275,False,0,0,36.0,1429.0,8188.0,37.0,11.71,50.0,0.1,7.0
2024-11-28T11:29:36.770176,False,0,0,36.0,1429.0,8188.0,37.0,11.73,50.0,0.3,7.0
2024-11-28T11:29:38.452278,False,0,0,35.0,1429.0,8188.0,37.0,11.72,50.0,0.4,7.0
2024-11-28T11:29:40.141666,False,0,0,30.0,1429.0,8188.0,37.0,11.71,50.0,0.3,7.0
2024-11-28T11:29:41.839313,False,0,0,29.0,1429.0,8188.0,37.0,11.84,50.0,0.3,7.0
2024-11-28T11:29:43.535188,False,0,0,34.0,1429.0,8188.0,36.0,11.95,50.0,0.6,7.0
2024-11-28T11:29:45.213132,False,0,0,26.0,1429.0,8188.0,36.0,11.72,50.0,0.1,7.0
2024-11-28T11:29:46.926049,False,0,0,28.0,1429.0,8188.0,36.0,11.7,50.0,0.3,7.0
2024-11-28T11:29:48.604286,False,0,0,41.0,1429.0,8188.0,36.0,11.7,50.0,0.4,7.0
2024-11-28T11:29:50.303534,False,0,0,41.0,1429.0,8188.0,36.0,11.74,50.0,0.3,7.0
2024-11-28T11:29:50.061962,False,0,0,41.0,1429.0,8188.0,36.0,11.68,50.0,0.3,7.0
2024-11-28T11:29:51.776978,False,0,0,40.0,1429.0,8188.0,36.0,11.81,50.0,0.2,7.0
